Depth,BD,LOI,C
0,0.146,60.2245,33.12347487
2.5,0.488,31.1422,17.1282198
5,0.636,20.0674,11.03705425
7.5,1.212,11.4167,6.279196682
10,0.969,4.4115,2.42634886
12.5,1.56,7.3039,4.017141339
15,1.246,9.8779,5.432871804
17.5,1.516,6.1918,3.405511315
20,1.335,2.4881,1.368430792
22,1.375,2.0766,1.142144237
24.5,1.429,1.6592,0.912535846
27,0,0,0
