Depth,BD,LOI,C
0,0.3,38.6512,21.25813857
5,0.814,11.1268,6.119716396
10,0.999,11.2893,6.209100758
15,1.159,4.7384,2.606112773
20,1.135,3.7223,2.047292362
25,1.467,3.5552,1.955387478
30,1.405,2.4829,1.36560173
35,1.633,2.3474,1.291093683
40,1.363,2.1378,1.175778582
45,1.32,2.0017,1.100934756
50,1.346,2.2168,1.219224361
55,0,0,0
