Depth,BD,LOI,C
0,0.787,3.2652,1.795837818
2.5,1.115,1.8735,1.030397649
5,1.346,1.6387,0.901272265
7.5,1.278,1.6862,0.927408439
10,1.466,2.9642,1.630296827
12.5,1.399,1.8759,1.031729428
15,1.433,1.3564,0.746038453
17.5,1.333,1.3564,0.745999788
20,1.456,1.3704,0.753693527
22.5,1.395,1.395,0.767228815
25,1.415,1.9599,1.077965125
27.5,1.195,2.9542,1.624807544
30,0,0,0
