Depth,BD,LOI,C
0,0.884,55.3722,30.45469701
5,1.099,23.1114,12.71124548
10,1.619,8.9304,4.911721153
15,1.309,10.5845,5.821492007
20,1.261,6.3821,3.510158674
25,1.239,6.8001,3.740034391
30,1.277,5.5072,3.028935905
35,1.428,1.0218,0.561966884
40,0,0,0
