Depth,BD,LOI,C
0,0.457,30.0232,16.51278155
5,0.898,8.9181,4.904943578
10,1.13,5.1486,2.831705332
15,1.126,6.3065,3.468596998
20,1.071,3.9173,2.154503469
25,1.6,2.2312,1.227161114
30,1.332,3.0622,1.684222726
35,1.279,3.1673,1.742018178
40,1.309,2.3904,1.314744247
45,1.546,1.6404,0.90222531
50,1.535,2.0817,1.144913812
55,1.557,1.9397,1.066827954
57.5,0,0,0
