Depth,BD,LOI,C
0,0.189,68.5804,37.71922674
5,0.191,63.846,35.11529511
10,0.272,40.474,22.26069448
15,0.506,30.3758,16.70671596
20,1.044,16.0631,8.83468176
25,0.879,10.73,5.901489977
30,0.925,12.8283,7.055567614
35,0.751,14.012,7.706605116
40,0.78,12.8114,7.046263345
45,0,0,0
