Depth,BD,LOI,C
0,0.083,70.5722,38.8147139
5,0.238,59.0986,32.50423448
10,0.436,30.7629,16.91960623
15,0.755,17.0008,9.350463954
20,0.941,12.6823,6.975251264
25,0.919,8.6034,4.731862848
30,1.049,7.6524,4.208795656
35,0,0,0
