Depth,BD,LOI,C
0,0.398,42.2776,23.25268537
5,0.451,44.7394,24.60668966
10,0.611,40.4795,22.26372102
15,0.662,32.2603,17.74317705
20,0.786,24.1729,13.29511278
25,1.14,9.4034,5.17184684
30,0.819,7.66,4.212993879
35,0,0,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
