Depth,BD,LOI,C
0,0.143,55.4511,30.49808589
5,0.124,67.0998,36.90491661
10,0.153,66.4385,36.54118583
15,0.242,60.5412,33.29764276
20,0.379,17.0787,9.393284365
25,0.608,12.0412,6.622644082
30,0.669,11.8837,6.536013224
35,0.753,14.2047,7.812566278
40,0,0,0
