Depth,BD,LOI,C
0,0.293,42.5254,23.38899035
5,0.536,24.7529,13.61410742
10,0.713,15.0028,8.251542344
15,0.734,12.208,6.714416569
20,1.031,13.5107,7.43085795
25,0.56,11.1685,6.142693081
30,0,0,0
