Depth,BD,LOI,C
0,1.109,7.0242,3.863293051
5,1.172,2.4233,1.332839721
10,0.757,24.8479,13.66637161
15,1.204,5.7863,3.182455789
20,1.327,2.9659,1.631256028
25,0,0,0
