Depth,BD,LOI,C
0,0.083,59.7449,32.859695
2.5,0.229,44.9886,24.74373
5,0.252,42.0989,23.154395
7.5,0.413,26.1677,14.392235
10,0.848,8.9044,4.89742
12.5,0.727,8.2306,4.52683
15,1.057,6.5997,3.629835
17.5,0.913,2.6106,1.43583
20,1.45,1.4409,0.7925206
24,1.437,2.3842,1.311327752
28,0,0,0
