Depth,BD,LOI,C
0,0.615,21.2376,11.68065278
2.5,0.857,15.4147,8.478098465
5,0.641,10.1154,5.563449634
7.5,0.618,7.7463,4.260459115
10,0.922,5.713,3.142152381
12.5,1.452,3.9159,2.15374009
15,1.419,2.1217,1.166927859
17.5,1.27,2.4957,1.372658822
20,1.568,2.789,1.533923702
22.5,1.583,2.2747,1.251063221
25,1.615,1.4217,0.781932162
26,0,0,0
