Depth,BD,LOI,C
0,1.193,8.8014,4.840751774
2.5,1.217,8.0658,4.436193305
5,1.089,6.523,3.587674248
7.5,1.101,5.9027,3.24650964
10,1.002,6.1019,3.356030199
12.5,1.081,5.8516,3.218363463
15,0.743,5.2954,2.912482066
20,0.959,4.907,2.698851864
25,0,0,0
