Depth,BD,LOI,C
0,0.827,61.5161,33.83388126
5,0.938,28.0406,15.42234797
10,0.987,8.1759,4.496754431
15,1.017,6.6548,3.660157241
20,0.931,5.8274,3.205068649
25,0.962,5.6747,3.121107266
30,0,0,0
