Depth,BD,LOI,C
0,1.397,2.1623,1.189267777
2.5,1.354,2.0411,1.122590691
5,1.39,1.5243,0.838345555
7.5,1.329,1.4506,0.797853229
10,1.465,1.3673,0.752029758
12.5,1.54,1.2395,0.681718464
15,0,0,0
