Depth,BD,LOI,C
0,0.412,42.9858,23.64216782
5,0.693,19.5785,10.76817498
10,1.284,5.3164,2.923999662
15,1.42,5.7434,3.158873638
20,1.339,5.2426,2.883422383
25,1.426,5.3534,2.944376152
30,1.152,5.1131,2.812192724
35,0,0,0
